Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
406 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1910,1910,N/C,,0.5,A,38.736055,-85.375409,406,,East,Main,Street,
407 East Main Street,Cosby House,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1830,1830,C,1,,,38.736578,-85.375317,407,,East,Main,Street,
409 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.736688,-85.375255,409,,East,Main,Street,
410 East Main Street,,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1900,1900,C,1,,,38.736051,-85.375320,410,,East,Main,Street,
411 East Main Street,,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1850,1850,C,1,,,38.736659,-85.375155,411,,East,Main,Street,
412 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736050,-85.375220,412,,East,Main,Street,
413 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736664,-85.375078,413,,East,Main,Street,
414 East Main Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.736049,-85.375091,414,,East,Main,Street,
415 East Main Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1880,1880,C,1,,,38.736652,-85.374951,415,,East,Main,Street,
416 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.735939,-85.374915,416,,East,Main,Street,
418 East Main Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.735939,-85.374768,418,,East,Main,Street,
419 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.736661,-85.374869,419,,East,Main,Street,
420 East Main Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.736267,-85.375078,420,,East,Main,Street,
421 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.736660,-85.374726,421,,East,Main,Street,
423 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,2,,,38.736597,-85.374595,423,,East,Main,Street,
424 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,2,,,38.736091,-85.374598,424,,East,Main,Street,
426 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.736096,-85.374451,426,,East,Main,Street,
427 East Main Street,Rea House,House,,Federal,None,Federal,FALSE,TRUE,1845,1847,C,1,,,38.736539,-85.374483,427,,East,Main,Street,
501 East Main Street,St. John's Methodist Church,Church,,Classical/Greek Revival,Greek,Greek Revival,FALSE,TRUE,1849,1950,C,1,,,38.736559,-85.374099,501,,East,Main,Street,
502 East Main Street,,Commercial Building,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1880,1880,C,1,,,38.736113,-85.374161,502,,East,Main,Street,
503 East Main Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,1,,,38.736561,-85.373955,503,,East,Main,Street,
505 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.736616,-85.373868,505,,East,Main,Street,
506 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1860,1860,C,1,,,38.736095,-85.374065,506,,East,Main,Street,
507 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736614,-85.373783,507,,East,Main,Street,
508 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.736254,-85.373955,508,,East,Main,Street,
509 East Main Street,,House,Duplex,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,0.5,,,38.736617,-85.373669,509,,East,Main,Street,
510 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.735953,-85.373924,510,,East,Main,Street,
511 East Main Street,,House,Duplex,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,0.5,,,38.736617,-85.373669,511,,East,Main,Street,
512 East Main Street,Friedersdorff House,House,,Italianate,None,Italianate,FALSE,TRUE,1871,1872,C,2,,,38.736155,-85.373658,512,,East,Main,Street,An excellent example of Italianate architecture is located at 512 East Main. The three story five bay house was constructed in 1871-1872 and is an imposing statement in the streetscape. The house is situated on a raised foundation of limestone with large basement windows. The common bond brick walls support a heavy ornate roof cornice. The roof cornice has large brackets that extend down past the cornice board and also incorporate the attic windows on the third floor. Large ornate pressed metal window hoods adorn all of the two/over/two light windows. A center portion of the facade projects forward from the rest of the facade and extends the full height of the facade. The central portion incorporates the main entry of the house. Which has a bracketed surround of pressed metal. The doorway is surmounted by a semicircular arch that also houses a similar transom. Located above the entry is an ornate cast iron balcony.
513 East Main Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736309,-85.373660,513,,East,Main,Street,
514 East Main Street,William Kirk House,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1890,1890,C,2,,,38.735954,-85.373415,514,,East,Main,Street,
515 East Main Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736679,-85.373520,515,,East,Main,Street,
517 East Main Street,,House,Rowhouse,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736677,-85.373379,517,,East,Main,Street,
519 East Main Street,Friedley House,House,,Federal,None,Federal,FALSE,TRUE,1872,1873,C,1,,,38.736677,-85.373379,519,,East,Main,Street,
520 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735955,-85.373259,520,,East,Main,Street,
521 East Main Street,Friedley House,House,,Federal,None,Federal,FALSE,TRUE,1872,1873,C,1,,,38.736584,-85.373193,521,,East,Main,Street,
524 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736280,-85.373633,524,,East,Main,Street,
601 East Main Street,,House,,Victorian,Shingle,Shingle Style,TRUE,FALSE,1900,1900,C,1,,,38.736579,-85.372816,601,,East,Main,Street,
605 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736638,-85.372626,605,,East,Main,Street,
606 East Main Street,,House,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.735995,-85.372622,606,,East,Main,Street,
609 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.736670,-85.372530,609,,East,Main,Street,
611 East Main Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.736670,-85.372369,611,,East,Main,Street,
612 East Main Street,,House,,Tudor Revival,None,Other: Tudor Revival,TRUE,FALSE,1920,1920,N/C,1,,,38.735951,-85.372339,612,,East,Main,Street,
614 East Main Street,,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1890,1890,C,1,,,38.735952,-85.372152,614,,East,Main,Street,
617 East Main Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1930,1930,N/C,1,,,38.736803,-85.372235,617,,East,Main,Street,
701 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736593,-85.371761,701,,East,Main,Street,
704 East Main Street,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1939,1939,C,2,,,38.735964,-85.371694,704,,East,Main,Street,
705 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.736679,-85.371629,705,,East,Main,Street,
707 East Main Street,Leche-Snodgrass House,House,,Federal,None,Federal,TRUE,FALSE,1848,1848,C,1,,,38.736682,-85.371497,707,,East,Main,Street,
708 East Main Street,Abijah Pitcher House,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1840,1840,C,1,,,38.736038,-85.371434,708,,East,Main,Street,"This home incorporates many of the details of Greek Revival style architecture. The Pitcher House located at 708 East Main was constructed circa 1840. The two-story building sits on a finished dressed stone foundation. The foundation has a limestone water table and boasts common bond brick walls. An elegant wide cornice that incorporates dentils, bead & reel motifs. The six/over/six windows have slightly pedimented wood window lintels. First floor windows of the facade extend to the limestone water table. The main entry is framed by a wood surround including pilasters and a slight pedimented  entablature adorned with dentils. The recessed entry has a transom and sidelights. Abijah Pitcher is reputed to have been a sensitive advocate for the plight of the fugitive slave."
709 East Main Street,,House,,Vernacular: Shotgun,Camelback Shotgun,Other: Camelback Shotgun,TRUE,FALSE,1850,1850,C,1,,,38.736683,-85.371321,709,,East,Main,Street,
710 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1838,1838,C,1,,,38.735969,-85.371287,710,,East,Main,Street,"A series of three handsome rowhouses located at 710,712,714 was constructed in the late 1830's of rubble stone and mortar. Each of the three houses are two-story and have three bays. The rubble stone construction has a stucco finish that is tooled to represent mortar joints. This technique obviously was intended to imitate the more costly appearance of finished cut stone. A projecting band located between  the first and second floor runs across all of the three facades. All of the houses have a paneled, recessed main entry with a transom."
711 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,0.5,,,38.736686,-85.371246,711,,East,Main,Street,
712 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1838,1838,C,1,,,38.735969,-85.371209,712,,East,Main,Street,
713 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,0.5,,,38.736684,-85.371174,713,,East,Main,Street,
714 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1838,1838,C,1,,,38.735971,-85.371130,714,,East,Main,Street,
715 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1860,1860,C,1,,,38.736689,-85.371098,715,,East,Main,Street,
716 East Main Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,2,,,38.735974,-85.371034,716,,East,Main,Street,
717 East Main Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1860,1860,C,1,,,38.736687,-85.371015,717,,East,Main,Street,
718 East Main Street,,House,,Vernacular: Other,Pyramidal Cottage,Other: Pyramidal Cottage,TRUE,FALSE,1910,1910,C,1,,,38.735976,-85.370923,718,,East,Main,Street,
801 East Main Street,Victoria Inn,Hotel,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1890,1890,C,1,,,38.736347,-85.371254,801,,East,Main,Street,
831 East Main Street,Hillside Inn,Hotel,,Modern Movement,None,Modern Movement,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.736322,-85.369756,831,,East,Main,Street,
101 West Main Street,,Bank,,Classical/Greek Revival,Classical,Classical Revival,TRUE,TRUE,1925,1950,C,,1,NIP,38.736041,-85.380379,101,,West,Main,Street,"The Classical Revival buildmg at 101 W. Main Street was built around 1925 as a bank and now houses Madison's City Hall. The building' s concrete foundation supports walls of limestone. Pilasters with capitals and belt coursing decorate these walls. The wide front of the building has three bays; each filled with modem alummum framed multi-pane windows, the central one with double doors. The flat roof of the building has a raised limestone parapet with dentils and other decorations on the molding."
102 West Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736619,-85.380409,102,,West,Main,Street,
108 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736691,-85.380595,108,,West,Main,Street,
109 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1890,1890,C,1,,,38.736349,-85.380710,109,,West,Main,Street,
110 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736708,-85.380669,110,,West,Main,Street,
111 West Main Street,Gilbert M. Brooks Building,Commercial Building,,Italianate,None,Italianate,FALSE,FALSE,1867,1867,C,1,,,38.736349,-85.380710,111,,West,Main,Street,
113 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,1,,,38.736133,-85.380781,113,,West,Main,Street,"The two story commercial building at 113 W. Main Street features an impressive storefront and Italianate details. Like other Main Street commercial buildings, it underwent various renovations and updates. Today there remains a brick common bond building with a three bay facade and a full display glass windows on the first floor. The display windows have purple prism glass in their upper transoms and wood panel bulkheads. The elongated second floor windows are four/over/four lights with decorative Italianate hoods. The roofline of the building is obscured from ground level by the ornate Italianate cornice with dentils, paneling, roundels and brackets."
115 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,1,,,38.736146,-85.380846,115,,West,Main,Street,
116 West Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1890,1890,C,1,,,38.736646,-85.380690,116,,West,Main,Street,
117 West Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736362,-85.380775,117,,West,Main,Street,"117 W. Main Street is another of Madison's Federal style commercial buildings with Italianate detailing added in the latter 19th century. The brick common bond walls create a side gable profile on the Central Avenue side of the building. The first floor entry of this building has been greatly modified but retains cast iron columns. The fenestration on the second and third floors retains a great deal of integrity. The smaller scale of the two/over/two light windows indicate an early nineteenth century origin, and the later additions of pressed metal projecting hoods belie the Italianate additions. The facade features a wide projecting Italianate cornice decorated with brackets and panels."
118 West Main Street,,Commercial Building,,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,1,A,38.736607,-85.380779,118,,West,Main,Street,
201 West Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1900,1900,C,0.333333333,,,38.736196,-85.381072,201,,West,Main,Street,The commercial building at 201-205 W. Mam Street is similar in many ways to its neighbors at 207 and 209 W. Main. It was also constructed as early as 1830 and has later Italianate details. This building is divided into two storefronts; the main entry to one is on a mitered comer identical to the Collins building at the other end of this block. This entry has double leaf doors and transom light. Both storefronts have full display windows with nice iron front details. Windows above are either six/over/six or modern one/over/one lights with flat dressed stone lintels and sills. The high side gable profile of the roof speaks to its early nineteenth century origins. The front facade has a decorative Italianate cornice identical to that at neighboring 207 W. Main.
